message_id,channel_name,image_path,detected_objects,confidence_score,image_category
10,CheMed123,data\raw\images\CheMed123\10.jpg,,0.0,other
11,CheMed123,data\raw\images\CheMed123\11.jpg,clock,0.4273,other
13,CheMed123,data\raw\images\CheMed123\13.jpg,"hot dog,donut,hot dog,donut,hot dog,hot dog",0.5039,other
14,CheMed123,data\raw\images\CheMed123\14.jpg,,0.0,other
15,CheMed123,data\raw\images\CheMed123\15.jpg,,0.0,other
17,CheMed123,data\raw\images\CheMed123\17.jpg,"bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle",0.526,product_display
18,CheMed123,data\raw\images\CheMed123\18.jpg,,0.0,other
19,CheMed123,data\raw\images\CheMed123\19.jpg,"person,person,dining table,dining table",0.9401,lifestyle
2,CheMed123,data\raw\images\CheMed123\2.jpg,bottle,0.3872,product_display
20,CheMed123,data\raw\images\CheMed123\20.jpg,"person,person,dining table,dining table",0.9401,lifestyle
21,CheMed123,data\raw\images\CheMed123\21.jpg,bird,0.2526,other
22,CheMed123,data\raw\images\CheMed123\22.jpg,stop sign,0.2775,other
23,CheMed123,data\raw\images\CheMed123\23.jpg,cell phone,0.6107,other
25,CheMed123,data\raw\images\CheMed123\25.jpg,"cell phone,person",0.8613,lifestyle
26,CheMed123,data\raw\images\CheMed123\26.jpg,"person,cup,book,book",0.8276,promotional
27,CheMed123,data\raw\images\CheMed123\27.jpg,,0.0,other
29,CheMed123,data\raw\images\CheMed123\29.jpg,"person,surfboard,person,person",0.6185,lifestyle
3,CheMed123,data\raw\images\CheMed123\3.jpg,,0.0,other
30,CheMed123,data\raw\images\CheMed123\30.jpg,person,0.4139,lifestyle
31,CheMed123,data\raw\images\CheMed123\31.jpg,"bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle",0.5125,product_display
32,CheMed123,data\raw\images\CheMed123\32.jpg,person,0.5882,lifestyle
33,CheMed123,data\raw\images\CheMed123\33.jpg,"orange,orange,book",0.6712,other
34,CheMed123,data\raw\images\CheMed123\34.jpg,,0.0,other
38,CheMed123,data\raw\images\CheMed123\38.jpg,,0.0,other
39,CheMed123,data\raw\images\CheMed123\39.jpg,"mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse",0.9114,other
40,CheMed123,data\raw\images\CheMed123\40.jpg,"person,person,person,person,person,person,person,person,person,person",0.7191,lifestyle
41,CheMed123,data\raw\images\CheMed123\41.jpg,person,0.421,lifestyle
43,CheMed123,data\raw\images\CheMed123\43.jpg,"person,chair",0.8565,lifestyle
44,CheMed123,data\raw\images\CheMed123\44.jpg,"cell phone,person",0.9387,lifestyle
45,CheMed123,data\raw\images\CheMed123\45.jpg,scissors,0.632,other
46,CheMed123,data\raw\images\CheMed123\46.jpg,"person,person,tv",0.8272,lifestyle
48,CheMed123,data\raw\images\CheMed123\48.jpg,,0.0,other
49,CheMed123,data\raw\images\CheMed123\49.jpg,"kite,kite,kite,frisbee",0.6801,other
50,CheMed123,data\raw\images\CheMed123\50.jpg,cake,0.2916,other
52,CheMed123,data\raw\images\CheMed123\52.jpg,"person,person,horse,person,person,person",0.7039,lifestyle
53,CheMed123,data\raw\images\CheMed123\53.jpg,person,0.5738,lifestyle
55,CheMed123,data\raw\images\CheMed123\55.jpg,stop sign,0.3071,other
56,CheMed123,data\raw\images\CheMed123\56.jpg,person,0.833,lifestyle
58,CheMed123,data\raw\images\CheMed123\58.jpg,bottle,0.4115,product_display
59,CheMed123,data\raw\images\CheMed123\59.jpg,bottle,0.2866,product_display
60,CheMed123,data\raw\images\CheMed123\60.jpg,,0.0,other
64,CheMed123,data\raw\images\CheMed123\64.jpg,"person,person,banana,remote",0.6865,lifestyle
67,CheMed123,data\raw\images\CheMed123\67.jpg,"stop sign,book",0.5792,other
70,CheMed123,data\raw\images\CheMed123\70.jpg,"potted plant,person,book",0.9247,lifestyle
71,CheMed123,data\raw\images\CheMed123\71.jpg,"person,person",0.8836,lifestyle
74,CheMed123,data\raw\images\CheMed123\74.jpg,,0.0,other
75,CheMed123,data\raw\images\CheMed123\75.jpg,person,0.8353,lifestyle
76,CheMed123,data\raw\images\CheMed123\76.jpg,"person,chair,chair",0.8694,lifestyle
77,CheMed123,data\raw\images\CheMed123\77.jpg,"bottle,bottle,bottle,bottle",0.9558,product_display
78,CheMed123,data\raw\images\CheMed123\78.jpg,"person,person",0.7699,lifestyle
79,CheMed123,data\raw\images\CheMed123\79.jpg,,0.0,other
80,CheMed123,data\raw\images\CheMed123\80.jpg,"person,bottle,chair",0.9279,promotional
81,CheMed123,data\raw\images\CheMed123\81.jpg,"bottle,bottle,bottle,bottle,bottle",0.8818,product_display
82,CheMed123,data\raw\images\CheMed123\82.jpg,"bottle,bottle,bottle,apple",0.8992,product_display
85,CheMed123,data\raw\images\CheMed123\85.jpg,,0.0,other
86,CheMed123,data\raw\images\CheMed123\86.jpg,"person,refrigerator",0.9013,lifestyle
87,CheMed123,data\raw\images\CheMed123\87.jpg,parking meter,0.2786,other
88,CheMed123,data\raw\images\CheMed123\88.jpg,,0.0,other
9,CheMed123,data\raw\images\CheMed123\9.jpg,bottle,0.3872,product_display
90,CheMed123,data\raw\images\CheMed123\90.jpg,book,0.3078,other
91,CheMed123,data\raw\images\CheMed123\91.jpg,,0.0,other
92,CheMed123,data\raw\images\CheMed123\92.jpg,,0.0,other
93,CheMed123,data\raw\images\CheMed123\93.jpg,person,0.9077,lifestyle
94,CheMed123,data\raw\images\CheMed123\94.jpg,"cup,person,cup",0.7409,promotional
95,CheMed123,data\raw\images\CheMed123\95.jpg,"person,person",0.8684,lifestyle
96,CheMed123,data\raw\images\CheMed123\96.jpg,cup,0.326,product_display
97,CheMed123,data\raw\images\CheMed123\97.jpg,,0.0,other
24703,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24703.jpg,,0.0,other
24704,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24704.jpg,bottle,0.8124,product_display
24705,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24705.jpg,bottle,0.8619,product_display
24706,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24706.jpg,bottle,0.7335,product_display
24707,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24707.jpg,bottle,0.864,product_display
24708,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24708.jpg,"bottle,bottle",0.932,product_display
24709,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24709.jpg,bottle,0.6206,product_display
24710,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24710.jpg,"book,bottle,refrigerator,bottle",0.2932,product_display
24711,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24711.jpg,cell phone,0.3196,other
24712,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24712.jpg,cake,0.3029,other
24713,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24713.jpg,,0.0,other
24714,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24714.jpg,,0.0,other
24715,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24715.jpg,bottle,0.4222,product_display
24716,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24716.jpg,bottle,0.928,product_display
24717,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24717.jpg,bottle,0.5558,product_display
24718,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24718.jpg,,0.0,other
24719,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24719.jpg,teddy bear,0.3179,other
24720,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24720.jpg,bottle,0.7326,product_display
24721,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24721.jpg,bottle,0.6992,product_display
24722,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24722.jpg,bottle,0.4495,product_display
24723,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24723.jpg,"book,cup",0.3382,product_display
24724,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24724.jpg,,0.0,other
24725,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24725.jpg,,0.0,other
24726,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24726.jpg,bottle,0.5312,product_display
24727,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24727.jpg,bottle,0.5258,product_display
24728,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24728.jpg,"bottle,dining table,orange",0.7272,product_display
24729,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24729.jpg,bottle,0.9397,product_display
24730,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24730.jpg,,0.0,other
24731,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24731.jpg,,0.0,other
24732,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24732.jpg,"bottle,bottle,bottle,refrigerator,bottle,orange,bottle,bottle,bottle",0.6383,product_display
24734,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24734.jpg,,0.0,other
24735,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24735.jpg,bottle,0.8124,product_display
24736,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24736.jpg,bottle,0.8619,product_display
24737,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24737.jpg,bottle,0.7335,product_display
24738,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24738.jpg,bottle,0.864,product_display
24739,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24739.jpg,"bottle,bottle",0.932,product_display
24740,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24740.jpg,,0.0,other
24741,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24741.jpg,clock,0.3609,other
24742,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24742.jpg,,0.0,other
24743,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24743.jpg,"bottle,vase",0.5833,product_display
24744,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24744.jpg,"scissors,clock",0.5893,other
24745,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24745.jpg,,0.0,other
24746,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24746.jpg,,0.0,other
24747,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24747.jpg,horse,0.8773,other
24748,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24748.jpg,,0.0,other
24749,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24749.jpg,,0.0,other
24750,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24750.jpg,"bottle,skateboard",0.6548,product_display
24751,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24751.jpg,cell phone,0.3196,other
24752,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24752.jpg,,0.0,other
24753,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24753.jpg,,0.0,other
24754,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24754.jpg,,0.0,other
24755,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24755.jpg,,0.0,other
24756,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24756.jpg,cup,0.808,product_display
24757,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24757.jpg,,0.0,other
24758,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24758.jpg,bottle,0.2975,product_display
24759,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24759.jpg,,0.0,other
24760,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24760.jpg,"cup,cup,book",0.7179,product_display
24761,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24761.jpg,,0.0,other
24762,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24762.jpg,bottle,0.8007,product_display
24763,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24763.jpg,bottle,0.7326,product_display
24764,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24764.jpg,,0.0,other
24765,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24765.jpg,,0.0,other
24766,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24766.jpg,teddy bear,0.3179,other
24767,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24767.jpg,bottle,0.9512,product_display
24768,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24768.jpg,"bottle,bottle,bottle",0.5114,product_display
24769,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24769.jpg,"bottle,dining table,orange",0.7272,product_display
24770,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24770.jpg,bottle,0.9397,product_display
24771,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24771.jpg,,0.0,other
24772,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24772.jpg,bottle,0.5258,product_display
24773,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24773.jpg,,0.0,other
24774,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24774.jpg,,0.0,other
24775,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24775.jpg,bottle,0.8124,product_display
24776,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24776.jpg,bottle,0.8619,product_display
24777,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24777.jpg,bottle,0.7335,product_display
24778,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24778.jpg,bottle,0.864,product_display
24779,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24779.jpg,bottle,0.6206,product_display
24780,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24780.jpg,,0.0,other
24781,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24781.jpg,,0.0,other
24782,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24782.jpg,,0.0,other
24783,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24783.jpg,bottle,0.4495,product_display
24784,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24784.jpg,cell phone,0.3196,other
24785,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24785.jpg,cup,0.808,product_display
24786,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24786.jpg,,0.0,other
24787,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24787.jpg,,0.0,other
24788,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24788.jpg,,0.0,other
24789,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24789.jpg,teddy bear,0.3179,other
24790,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24790.jpg,,0.0,other
24791,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24791.jpg,refrigerator,0.3814,other
24792,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24792.jpg,,0.0,other
24793,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24793.jpg,clock,0.3609,other
24794,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24794.jpg,,0.0,other
24795,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24795.jpg,"bottle,vase",0.5833,product_display
24796,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24796.jpg,,0.0,other
24797,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24797.jpg,"book,cup",0.286,product_display
24798,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24798.jpg,"cup,bottle",0.4486,product_display
24799,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24799.jpg,bottle,0.9397,product_display
24800,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24800.jpg,cell phone,0.3196,other
24801,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24801.jpg,bottle,0.6992,product_display
24802,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24802.jpg,,0.0,other
24803,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24803.jpg,,0.0,other
24804,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24804.jpg,,0.0,other
24805,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24805.jpg,,0.0,other
24806,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24806.jpg,,0.0,other
24807,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24807.jpg,bottle,0.4495,product_display
24808,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24808.jpg,,0.0,other
24809,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24809.jpg,"motorcycle,person",0.8191,lifestyle
24810,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24810.jpg,"person,person",0.5968,lifestyle
24811,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24811.jpg,person,0.8192,lifestyle
24812,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24812.jpg,person,0.7918,lifestyle
24813,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24813.jpg,bottle,0.4495,product_display
24814,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24814.jpg,"book,cup",0.3382,product_display
24815,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24815.jpg,,0.0,other
24816,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24816.jpg,,0.0,other
24817,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24817.jpg,person,0.2875,lifestyle
24818,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24818.jpg,book,0.2937,other
24819,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24819.jpg,skateboard,0.6459,other
24820,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24820.jpg,"bottle,bottle,bottle,bottle,bottle",0.3875,product_display
24821,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24821.jpg,,0.0,other
24822,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24822.jpg,"bottle,refrigerator",0.3247,product_display
24823,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24823.jpg,bottle,0.677,product_display
24824,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24824.jpg,,0.0,other
24825,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24825.jpg,bottle,0.3846,product_display
24826,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24826.jpg,"hot dog,hot dog,hot dog,hot dog",0.7323,other
24827,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24827.jpg,"book,bottle,refrigerator,bottle",0.2932,product_display
24828,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24828.jpg,cake,0.3029,other
24829,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24829.jpg,,0.0,other
24830,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24830.jpg,,0.0,other
24831,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24831.jpg,,0.0,other
24832,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24832.jpg,cup,0.808,product_display
24833,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24833.jpg,,0.0,other
24834,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24834.jpg,bottle,0.2975,product_display
24835,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24835.jpg,,0.0,other
24836,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24836.jpg,"cup,cup,book",0.7179,product_display
24837,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24837.jpg,,0.0,other
24838,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24838.jpg,teddy bear,0.3179,other
24839,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24839.jpg,,0.0,other
24840,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24840.jpg,"person,person,person,person,bottle,person",0.8367,promotional
24841,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24841.jpg,,0.0,other
24842,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24842.jpg,"orange,orange,bowl,dining table",0.8507,product_display
24843,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24843.jpg,,0.0,other
24844,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24844.jpg,teddy bear,0.3345,other
24845,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24845.jpg,"bowl,teddy bear",0.8178,product_display
24846,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24846.jpg,,0.0,other
24847,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24847.jpg,,0.0,other
24848,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24848.jpg,,0.0,other
24849,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24849.jpg,teddy bear,0.3179,other
24850,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24850.jpg,bottle,0.4609,product_display
24851,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24851.jpg,clock,0.3609,other
24852,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24852.jpg,,0.0,other
24853,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24853.jpg,"bottle,vase",0.5833,product_display
24854,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24854.jpg,cake,0.3029,other
24855,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24855.jpg,,0.0,other
24856,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24856.jpg,refrigerator,0.3814,other
24857,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24857.jpg,"bottle,vase",0.5833,product_display
24858,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24858.jpg,bottle,0.928,product_display
24859,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24859.jpg,bottle,0.5017,product_display
24860,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24860.jpg,bottle,0.5558,product_display
24861,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24861.jpg,bottle,0.4222,product_display
24862,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24862.jpg,bottle,0.8621,product_display
24863,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24863.jpg,,0.0,other
24864,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24864.jpg,,0.0,other
24865,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24865.jpg,,0.0,other
24866,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24866.jpg,,0.0,other
24868,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24868.jpg,,0.0,other
24869,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24869.jpg,bottle,0.8619,product_display
24870,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24870.jpg,bottle,0.7335,product_display
24871,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24871.jpg,clock,0.5797,other
24872,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24872.jpg,cup,0.6387,product_display
24873,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24873.jpg,cup,0.3799,product_display
24874,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24874.jpg,"bottle,bottle,bottle,bottle,bottle,bottle,dining table,bottle",0.9469,product_display
24875,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24875.jpg,bottle,0.3139,product_display
24876,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24876.jpg,"bottle,cup,dining table",0.5716,product_display
24877,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24877.jpg,bottle,0.8544,product_display
24878,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24878.jpg,"bottle,cup",0.8224,product_display
24879,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24879.jpg,bottle,0.5305,product_display
24880,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24880.jpg,"bottle,bottle",0.3202,product_display
24881,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24881.jpg,"bottle,bottle",0.8954,product_display
24882,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24882.jpg,"bottle,cake",0.3789,product_display
24883,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24883.jpg,bottle,0.677,product_display
24884,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24884.jpg,,0.0,other
24885,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24885.jpg,bottle,0.3846,product_display
24886,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24886.jpg,,0.0,other
24887,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24887.jpg,"bottle,refrigerator,bottle",0.3255,product_display
24888,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24888.jpg,"scissors,clock",0.5893,other
24889,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24889.jpg,,0.0,other
24890,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24890.jpg,bottle,0.87,product_display
24891,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24891.jpg,,0.0,other
24892,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24892.jpg,"book,cup",0.3382,product_display
24893,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24893.jpg,"book,bottle,refrigerator,bottle",0.2932,product_display
24894,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24894.jpg,,0.0,other
24895,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24895.jpg,,0.0,other
24896,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24896.jpg,"bowl,teddy bear",0.8178,product_display
24897,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24897.jpg,,0.0,other
24898,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24898.jpg,,0.0,other
24899,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24899.jpg,,0.0,other
24900,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24900.jpg,,0.0,other
24901,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24901.jpg,teddy bear,0.3179,other
24902,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24902.jpg,bottle,0.4609,product_display
24903,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24903.jpg,,0.0,other
24904,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24904.jpg,,0.0,other
24905,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24905.jpg,"bottle,dining table,orange",0.7272,product_display
24906,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24906.jpg,bottle,0.9397,product_display
24907,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24907.jpg,,0.0,other
24908,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24908.jpg,,0.0,other
24909,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24909.jpg,"bottle,bottle,bottle,refrigerator,bottle,orange,bottle,bottle,bottle",0.6383,product_display
24911,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24911.jpg,,0.0,other
24912,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24912.jpg,bottle,0.8124,product_display
24913,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24913.jpg,bottle,0.8619,product_display
24914,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24914.jpg,bottle,0.7335,product_display
24915,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24915.jpg,bottle,0.864,product_display
24916,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24916.jpg,,0.0,other
24917,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24917.jpg,,0.0,other
24918,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24918.jpg,"book,cup",0.286,product_display
24919,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24919.jpg,"cup,bottle",0.4486,product_display
24920,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24920.jpg,cell phone,0.3196,other
24921,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24921.jpg,,0.0,other
24922,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\24922.jpg,,0.0,other
